DATE,vwretd,ewretx,totval,usdcnt
19420415,0.002029,0.001085,26300828.60,802
19420416,-0.001561,-0.000762,26275712.10,802
19420417,-0.015322,-0.011984,25806146.60,801
19420418,0.006672,0.007757,26034311.10,801
19420420,0.003675,0.002697,26140932.90,802
19420421,0.002511,0.005789,26209481.80,804
19420422,-0.002746,-0.000207,26128336.10,804
19420423,-0.021918,-0.017165,25547662.70,804
19420424,-0.008338,-0.007382,25330046.50,804
19420425,0.001913,0.005076,25356657.20,802
19420427,-0.006670,-0.003476,25209351.50,802
19420428,-0.009632,-0.008005,24959308.00,803
19420429,0.015217,0.010079,25344222.80,804
19420430,0.008224,0.007474,25548513.90,804
19420501,0.006766,0.003766,25726467.90,804
19420502,0.006615,0.006066,25766765.20,803
19420504,0.002163,0.002502,25944935.90,802
19420505,0.003292,0.000106,26038790.40,804
19420506,-0.002327,-0.002050,25966348.70,804
19420507,0.008359,0.003194,26175148.40,804
19420508,0.002119,0.004768,26218022.60,805
19420509,0.005591,0.005728,26316160.40,804
19420511,0.005938,0.001052,26514393.50,804
19420512,-0.006581,-0.002636,26339906.90,805
19420513,-0.012451,-0.011050,25989458.70,805
19420514,0.001890,-0.003887,25977377.00,803
19420515,0.007633,0.004905,26180344.30,803
19420516,0.006898,0.004017,26360931.70,805
19420518,-0.000617,0.000803,26343994.10,805
19420519,-0.005614,-0.001039,26116971.80,803
19420520,0.001045,-0.005922,26206089.80,803
19420521,0.016070,0.012225,26610281.30,803
19420522,-0.002067,-0.000726,26552876.40,804
19420523,0.000572,0.002856,26568074.30,805
19420525,-0.001938,-0.002920,26503150.50,803
19420526,0.001052,0.002953,26522963.60,802
19420527,0.014744,0.008397,26930527.50,803
19420528,0.001609,0.003408,26955747.90,804
19420529,-0.001586,-0.000892,26893925.10,805
19420601,0.003858,0.003172,26992966.90,805
19420602,-0.001255,-0.001937,26957332.20,805
19420603,0.006535,0.003486,27130982.20,804
19420604,0.015373,0.013476,27508082.20,803
19420605,0.005425,0.009682,27644821.90,803
19420606,0.004064,0.003478,27724719.30,803
19420608,0.008217,0.004154,27979943.80,804
19420609,-0.002644,0.000396,27895983.70,804
19420610,-0.009093,-0.007497,27284616.80,804
19420611,0.002024,0.000350,27688927.20,804
19420612,-0.004614,-0.002003,27507289.40,804
19420613,0.003888,0.004331,27569626.10,802
19420615,0.002177,0.000522,27670313.10,801
19420616,0.000849,0.003012,27683838.00,802
19420617,0.013505,0.007254,28049510.90,802
19420618,-0.001812,0.001743,27994984.60,802
19420619,-0.009287,-0.008123,27732915.10,804
19420620,-0.003242,0.000564,27642999.20,805
19420622,-0.013376,-0.016348,27271609.00,805
19420623,0.001133,0.003891,27297472.10,804
19420624,-0.003057,-0.001053,27217529.70,804
19420625,0.000903,0.000731,27229435.70,805
19420626,-0.000811,0.002100,27158254.60,804
19420627,0.003242,0.004947,27291050.00,803
19420629,0.002395,0.000469,27345213.90,803
19420630,0.001203,-0.000651,27382783.60,804
19420701,-0.003913,0.000199,27163574.20,799
19420702,0.010570,0.005764,27544982.00,799
19420703,0.009095,0.009345,27793756.50,803
19420706,0.013216,0.013602,28148288.60,803
19420707,-0.001894,-0.001320,28106799.70,803
19420708,0.019321,0.017475,28637687.30,802
19420709,0.010880,0.016860,28823080.90,799
19420710,-0.002119,-0.000627,28882885.20,799
19420711,-0.000696,0.001410,28875428.20,802
19420713,-0.005346,-0.003978,28722406.60,804
19420714,0.005535,0.001549,28862876.10,803
19420715,0.002539,0.004961,28935797.70,803
19420716,-0.000471,-0.000802,28919528.60,803
19420717,-0.008104,-0.004712,28681045.20,803
19420718,-0.002499,-0.001189,28609383.90,803
19420720,0.004754,0.000885,28745240.60,803
19420721,0.002476,0.002180,28646959.60,801
19420722,-0.001082,0.003474,28793533.00,801
19420723,-0.012019,-0.010644,28419992.70,802
19420724,-0.000327,-0.000801,28420156.40,800
19420725,0.001208,0.003505,28366887.60,799
19420727,0.000683,0.001631,28377867.00,795
19420728,-0.001425,-0.000806,28442480.80,799
19420729,-0.010820,-0.006118,28131443.60,803
19420730,0.000909,0.000960,28151473.80,803
19420731,0.004546,0.004056,28277068.00,804
19420801,0.000845,0.004948,28300967.90,804
19420803,0.002677,0.001433,28378714.30,804
19420804,-0.001661,-0.001390,28331382.80,805
19420805,-0.007185,-0.006030,28127558.20,805
19420806,-0.000865,-0.000437,28090706.80,805
19420807,0.002776,-0.000436,28148057.90,805
19420808,-0.001029,0.001138,28050602.70,801
19420810,-0.000562,-0.001518,28096130.10,801
19420811,0.003186,0.002483,28164283.70,803
19420812,0.001124,0.001368,28192336.90,801
19420813,0.004351,0.002936,28293962.00,803
19420814,0.005044,0.007782,28434013.10,805
19420815,0.002394,0.002216,28498843.50,804
19420817,0.003626,0.004262,28615854.70,803
19420818,0.007332,0.006218,28823396.40,803
19420819,0.000919,0.003572,28838349.60,804
19420820,-0.002104,0.001865,28754947.50,804
19420821,0.003327,0.005856,28844131.50,804
19420822,0.001407,0.002116,28882530.00,805
19420824,0.000040,-0.001062,28883623.70,805
19420825,-0.005743,-0.005518,28710836.30,804
19420826,-0.010626,-0.011268,28409226.20,804
19420827,0.004016,0.007581,28481899.40,804
19420828,0.003231,0.003844,28566553.90,802
19420829,0.001009,0.001379,28587653.30,802
19420831,0.000967,0.001113,28626060.60,804
19420901,-0.000665,-0.001935,28413211.20,804
19420902,0.000203,0.000922,28592538.90,803
19420903,0.000737,0.000065,28609941.50,804
19420904,0.000016,0.001662,28601034.80,805
19420905,0.001622,0.004277,28637451.80,804
19420908,0.005537,0.001353,28803114.00,804
19420909,-0.001519,0.000816,28746607.20,804
19420910,-0.005343,-0.002592,28584855.10,805
19420911,-0.004557,-0.003974,28449729.80,806
19420912,0.000318,0.000918,28400975.00,803
19420914,0.000025,0.000466,28393076.50,802
19420915,0.004072,0.004610,28516068.20,804
19420916,0.001675,0.003919,28562986.00,806
19420917,-0.000291,0.003964,28542715.80,806
19420918,0.006065,0.003160,28713568.20,806
19420919,-0.000395,0.001774,28651212.10,805
19420921,0.000430,0.003565,28662706.90,803
19420922,0.003265,0.004616,28802069.30,803
19420923,0.005703,0.008927,28961547.60,804
19420924,0.011404,0.015542,29275393.80,804
19420925,0.003245,0.005070,29375575.80,805
19420926,-0.001414,-0.003288,29334051.50,806
19420928,0.000001,0.000023,29323759.80,804
19420929,-0.001999,-0.002366,29263622.60,803
19420930,-0.001233,-0.002241,29232043.40,805
19421001,0.006560,0.008226,29412717.80,806
19421002,0.012259,0.016480,29771185.90,805
19421003,0.004666,0.007987,29905383.20,803
19421005,0.006776,0.007704,30112471.60,803
19421006,0.000323,0.000310,30120127.00,804
19421007,0.002300,0.005574,30181628.50,803
19421008,0.015498,0.017670,30621570.90,802
19421009,0.003878,0.006816,30768951.50,802
19421010,0.008694,0.005371,31025508.30,803
19421013,0.005225,0.004808,31195730.60,803
19421014,-0.003061,-0.000922,31097773.50,804
19421015,-0.011955,-0.007296,30723935.20,805
19421016,0.003905,0.005432,30833593.20,804
19421017,-0.001361,0.000661,30800896.60,804
19421019,0.001746,0.001852,30811925.10,804
19421020,0.010794,0.008158,31180035.40,804
19421021,0.000365,0.004451,31187609.90,804
19421022,0.001556,0.001003,31232983.80,803
19421023,-0.000641,0.002152,31154124.00,803
19421024,0.002986,0.004394,31299497.30,803
19421026,0.002959,0.004598,31383524.70,803
19421027,-0.010180,-0.012112,31070742.10,803
19421028,-0.006059,-0.006642,30879399.90,803
19421029,0.000883,0.002997,30901147.80,803
19421030,0.003829,0.002932,31008083.60,803
19421031,0.005480,0.010286,31183138.90,803
19421102,0.006769,0.007559,31376351.70,801
19421104,-0.002661,-0.002671,31295629.80,800
19421105,0.001184,0.001754,31326518.90,803
19421106,0.010435,0.010758,31634052.60,803
19421107,0.006953,0.008095,31866383.30,802
19421109,0.003066,0.002411,31942540.40,802
19421110,-0.005394,-0.005663,31725257.20,803
19421112,0.000394,-0.003462,31710679.20,800
19421113,-0.003370,-0.004322,31568585.60,800
19421114,0.000076,0.001139,31583321.30,802
19421116,-0.008475,-0.009468,31317880.40,803
19421117,-0.009702,-0.009832,31010213.50,804
19421118,0.002012,-0.001140,31068993.30,803
19421119,0.001424,-0.000077,31077703.10,804
19421120,0.008368,0.008206,31300201.60,802
19421121,0.001706,0.004792,31372917.20,801
19421123,-0.010957,-0.011379,31030342.60,803
19421124,-0.002223,-0.007684,30955581.80,804
19421125,-0.000592,-0.001740,30894828.40,803
19421127,0.003920,0.001872,30999231.80,803
19421128,0.000723,0.001217,30967085.60,803
19421130,-0.002269,-0.006878,30897989.50,803
19421201,0.001061,0.000138,30927069.00,803
19421202,0.003593,0.002642,31034477.60,803
19421203,0.002670,0.003281,31060849.50,802
19421204,-0.001036,-0.003358,31023704.90,802
19421205,0.001183,0.001632,31036876.80,800
19421207,-0.003416,-0.006323,30935320.30,797
19421208,0.005064,0.000494,31091158.50,800
19421209,-0.000395,-0.002912,31058781.30,802
19421210,0.001125,-0.001830,31044140.00,801
19421211,0.000847,0.000405,31076979.80,801
19421212,0.002333,0.003356,31142535.40,801
19421214,0.000736,-0.000339,31117414.00,800
19421215,0.004046,0.003523,31246121.60,802
19421216,0.005492,0.008713,31402935.10,802
19421217,0.018297,0.022108,31957122.30,802
19421218,0.000137,0.002112,31957961.40,803
19421219,-0.000505,-0.001257,31935782.50,801
19421221,-0.000600,-0.002919,31920231.80,801
19421222,-0.000665,-0.002734,31895593.60,803
19421223,0.002292,-0.001236,31963583.50,803
19421224,0.004542,0.002720,32107085.10,803
19421226,0.002280,0.004704,32174908.70,802
19421228,-0.008729,-0.011138,31787054.00,800
19421229,-0.002161,-0.004760,31827206.40,801
19421230,0.010396,0.009503,32102333.30,802
19421231,0.002134,0.009009,32230307.60,800
19430102,0.007909,0.019041,32487433.00,802
19430104,0.008437,0.016601,32753930.50,802
19430105,-0.003444,-0.000574,32646736.00,801
19430106,0.000128,0.002254,32660867.00,803
19430107,-0.000497,0.004539,32612106.30,803
19430108,0.002103,0.005039,32660027.30,802
19430109,0.002399,0.007167,32789928.60,804
19430111,0.003062,0.003760,32887467.20,804
19430112,-0.002278,-0.000047,32815063.10,804
19430113,0.002654,0.006365,32897569.90,804
19430114,0.005107,0.010526,33013138.20,801
19430115,0.009330,0.015015,33352813.60,800
19430116,0.002095,0.007669,33418760.10,800
19430118,-0.000398,0.003512,33417047.30,802
19430119,-0.008693,-0.013700,33095103.10,803
19430120,0.000515,0.002477,33109760.90,800
19430121,0.012103,0.016446,33537810.80,802
19430122,0.001317,0.003414,33572004.90,805
19430123,0.002960,0.002570,33671363.70,805
19430125,0.009069,0.008145,33968887.00,802
19430126,0.004797,0.005233,34139584.40,802
19430127,-0.002026,0.001564,34070420.20,805
19430128,0.003031,0.007941,34169944.40,805
19430129,0.008335,0.014245,34182311.50,805
19430130,0.003169,0.005438,34560889.10,804
19430201,0.003476,0.005758,34627363.50,802
19430202,0.000078,0.004228,34683013.90,802
19430203,-0.004932,-0.007886,34488733.20,802
19430204,-0.000617,0.002260,34463597.60,802
19430205,0.006148,0.009782,34681479.50,804
19430206,0.000512,-0.000261,34692970.20,803
19430208,-0.002041,-0.003845,34623024.20,803
19430209,0.006712,0.008192,34834234.30,804
19430210,0.009717,0.016791,35134088.30,801
19430211,0.002516,0.004571,35215430.80,801
19430213,0.004795,0.010431,35377585.00,803
19430215,0.008237,0.016023,35630610.30,802
19430216,-0.002068,-0.003930,35606022.90,804
19430217,0.001786,0.004009,35655555.70,805
19430218,-0.011028,-0.015265,35240320.20,803
19430219,-0.000890,-0.000306,35203812.60,804
19430220,0.011368,0.013885,35596174.00,803
19430223,0.008000,0.013540,35896016.40,802
19430224,0.006657,0.012395,36142774.10,802
19430225,0.006275,0.011708,36317489.30,803
19430226,0.000800,0.004957,36364109.30,805
19430227,0.003691,0.008368,36495945.50,805
19430301,-0.005370,-0.002797,36297567.30,805
19430302,-0.006041,-0.006821,36080745.00,805
19430303,0.012865,0.024634,36478879.40,804
19430304,0.003198,0.003444,36632158.00,804
19430305,0.003404,0.003891,36739094.90,806
19430306,0.002180,0.004119,36807053.80,804
19430308,-0.001738,0.000179,36739778.60,803
19430309,-0.006550,-0.010080,36469260.00,802
19430310,-0.003961,-0.001133,36347733.50,802
19430311,0.011194,0.019030,36663199.10,803
19430312,0.006147,0.015409,36898039.50,802
19430313,0.000858,0.001707,36628181.50,802
19430315,0.000021,-0.005004,36927182.40,803
19430316,-0.003567,-0.006365,36787351.90,805
19430317,-0.007110,-0.011083,36515146.80,802
19430318,0.001047,0.006603,36553344.80,803
19430319,-0.003034,-0.000429,36433869.10,803
19430320,-0.000948,-0.000810,36371331.20,800
19430322,0.003175,0.006848,36402501.20,801
19430323,0.004679,0.007713,36680013.70,804
19430324,0.004493,0.008075,36844525.80,805
19430325,0.018646,0.022596,37528375.90,805
19430326,0.007199,0.008999,37611745.90,803
19430327,0.001742,-0.001871,37855930.70,802
19430329,0.012929,0.017892,38324310.30,802
19430330,0.007124,0.004477,38615916.90,802
19430331,-0.001483,0.000114,38558608.90,804
19430401,0.001365,0.005326,38607987.20,805
19430402,-0.004316,-0.002547,38418206.00,804
19430403,0.001461,0.005526,38495996.10,804
19430405,0.014227,0.025306,39042599.50,805
19430406,0.003287,0.002994,39170929.90,805
19430407,-0.005114,-0.007567,38970627.90,805
19430408,-0.004492,0.002726,38791443.00,805
19430409,-0.036663,-0.051450,37366520.10,804
19430410,-0.000899,-0.006190,37323317.00,803
19430412,-0.000806,0.005096,37301086.60,804
19430413,-0.001574,-0.006959,37239844.80,805
19430414,0.013723,0.022596,37715150.30,803
19430415,0.008364,0.013060,38048615.00,802
19430416,-0.001767,-0.002127,37988583.10,804
19430417,0.004057,0.005361,38139408.90,804
19430419,-0.000026,0.002538,38124423.30,803
19430420,-0.004293,-0.004311,37965747.30,802
19430421,0.008826,0.010089,38303298.70,803
19430422,0.003116,0.006371,38412354.40,805
19430424,0.001435,0.003268,38416456.20,801
19430426,-0.000023,0.001393,38439658.10,799
19430427,-0.001031,-0.005410,38405931.60,801
19430428,-0.001336,-0.000672,38357832.80,801
19430429,0.010104,0.014453,38747896.70,802
19430430,0.000745,0.001691,38776707.70,805
19430501,0.005946,0.007784,39003995.80,804
19430503,0.013438,0.016957,39531442.20,804
19430504,0.005364,0.007858,39741875.90,805
19430505,0.005429,0.009699,39842213.10,804
19430506,0.003454,0.006209,40085488.60,804
19430507,-0.012992,-0.015435,39540241.50,804
19430508,0.010254,0.014525,39949971.70,803
19430510,0.003747,0.010284,40094567.90,804
19430511,-0.003460,-0.003738,39941702.90,804
19430512,-0.003709,-0.006704,39783190.90,804
19430513,-0.003289,-0.005764,39563590.70,801
19430514,-0.009831,-0.015144,39206752.10,801
19430515,0.003547,0.009232,39345808.40,804
19430517,-0.000378,0.002964,39330292.10,803
19430518,0.006579,0.005460,39542694.20,801
19430519,0.010589,0.016826,39993522.10,802
19430520,-0.000890,-0.001179,39941428.40,803
19430521,-0.000427,-0.002150,39916061.20,802
19430522,0.000237,0.003878,39916761.70,802
19430524,-0.000947,-0.002181,39879129.70,801
19430525,0.002662,-0.000673,39952673.90,799
19430526,0.008994,0.009779,40225901.00,799
19430527,0.003872,0.005683,40468002.70,802
19430528,0.002488,0.001177,40530653.60,804
19430529,0.005636,0.006838,40779354.10,803
19430601,0.003646,0.002144,40926991.10,803
19430602,-0.001013,-0.002859,40910438.60,803
19430603,0.005405,0.005573,41049157.30,801
19430604,-0.002986,-0.001818,40967754.00,802
19430605,0.006589,0.010261,41205822.00,803
19430607,-0.007689,-0.008002,40870573.20,801
19430608,-0.005761,-0.006961,40637555.00,801
19430609,0.001906,0.000861,40696012.80,800
19430610,0.002314,0.005121,40778085.80,800
19430611,-0.002971,-0.004292,40685917.00,802
19430612,-0.001418,-0.003730,40420375.80,799
19430614,-0.016372,-0.026039,39830000.30,796
19430615,0.002436,0.001292,39964369.60,799
19430616,0.003939,0.008857,40121104.30,801
19430617,0.001605,0.003452,40183918.60,801
19430618,-0.001620,-0.001914,40116055.90,801
19430619,-0.000315,-0.003137,40000331.00,794
19430621,-0.006966,-0.012268,39805162.50,792
19430622,0.001967,0.002343,39898747.20,800
19430623,0.007834,0.011880,40209434.90,802
19430624,0.005422,0.003047,40418905.20,802
19430625,0.011216,0.014659,40866230.20,802
19430626,0.003929,0.005493,41020939.70,801
19430628,0.004186,0.006042,41201919.60,801
19430629,-0.003349,-0.005341,41047530.70,801
19430630,0.005562,0.005209,41289414.30,800
19430701,0.001772,0.004550,41333322.90,800
19430702,0.000261,0.000955,41354094.30,801
19430703,0.001495,0.002616,41402571.50,799
19430706,0.000076,-0.002021,41611061.60,797
19430707,-0.002206,-0.005018,41536335.40,802
19430708,0.001951,0.003034,41598702.10,802
19430709,0.003752,0.003853,41786697.40,802
19430710,0.001294,0.002158,41805398.30,802
19430712,0.005033,0.004260,42003701.40,800
19430713,0.007631,0.008598,42339303.90,801
19430714,0.005901,0.006618,42580387.70,802
19430715,-0.006606,-0.008246,42299870.30,803
19430716,-0.001062,-0.000561,42283583.10,804
19430717,0.000879,0.001328,42091767.60,801
19430719,-0.000582,-0.002293,42261329.10,801
19430720,-0.007118,-0.012050,41960320.70,803
19430721,0.001259,0.002038,42011212.70,803
19430722,0.001718,0.005167,42078935.60,803
19430723,0.000157,0.000751,42079501.60,803
19430724,0.000745,0.001613,42110831.90,803
19430726,-0.015450,-0.023204,41909289.40,802
19430727,-0.027716,-0.030710,40748583.20,804
19430728,-0.005704,-0.011286,40515387.60,805
19430729,0.016197,0.026281,41162650.50,805
19430730,-0.018244,-0.024386,40435263.20,804
19430731,-0.013151,-0.017287,39912177.80,805
19430802,-0.017522,-0.018961,39186036.90,805
19430803,0.014682,0.008496,39792763.70,805
19430804,0.008384,0.011768,40123259.30,806
19430805,-0.002625,-0.003435,40004748.50,805
19430806,-0.008683,-0.008565,39653800.60,805
19430807,-0.001065,-0.002614,39611588.90,806
19430809,0.000186,-0.000917,39598207.90,806
19430810,0.010750,0.014744,40019517.30,804
19430811,0.006721,0.008119,40269695.70,804
19430812,-0.004523,-0.004174,40073910.90,806
19430813,0.005757,0.003656,40269725.40,805
19430814,0.001364,0.004466,40156550.90,801
19430816,-0.000706,0.001552,40339673.10,803
19430817,0.003915,0.001089,40493054.70,805
19430818,0.004228,0.002521,40465723.20,802
19430819,-0.000435,-0.002278,40580047.10,801
19430820,-0.008912,-0.009851,40249659.90,803
19430821,-0.008380,-0.010085,39917034.40,806
19430823,-0.008578,-0.014317,39578614.10,808
19430824,0.005789,0.004918,39628806.00,806
19430825,0.004199,0.006254,39923128.20,805
19430826,0.002519,0.003366,39886733.10,807
19430827,-0.003890,-0.002996,39719670.20,809
19430828,0.001166,0.001800,39755479.10,808
19430830,0.000329,0.000467,39763912.70,808
19430831,0.009319,0.011060,40123653.20,808
19430901,0.004042,0.007905,40291890.10,809
19430902,0.000574,-0.001820,40275752.80,807
19430903,-0.001588,-0.002168,40205534.20,806
19430904,0.002152,0.002677,40286697.00,807
19430907,0.000593,-0.000689,40299061.60,807
19430908,-0.004974,-0.007436,40111756.40,808
19430909,0.009910,0.015558,40489664.50,809
19430910,0.001355,0.002678,40538709.10,810
19430911,0.000316,0.000539,40538970.20,810
19430913,-0.001228,-0.001928,40490670.90,809
19430914,-0.002339,-0.006158,40342499.20,809
19430915,0.001965,0.004009,40418233.00,809
19430916,0.003772,0.004419,40569904.60,810
19430917,0.010213,0.013412,40975298.60,810
19430918,0.008144,0.012741,41299665.50,809
19430920,0.003829,0.007311,41446714.20,808
19430921,0.000188,-0.001957,41466345.20,808
19430922,-0.003290,-0.004262,41327099.40,808
19430923,-0.005898,-0.006350,41027987.30,806
19430924,0.000364,0.000657,41078134.50,806
19430925,-0.000088,0.000993,41069849.10,808
19430927,-0.007605,-0.011538,40746818.80,807
19430928,-0.001415,-0.000046,40704878.50,808
19430929,0.001699,0.001498,40763094.20,807
19430930,0.003393,0.003845,40893060.00,807
19431001,0.001606,0.003350,40957815.30,809
19431002,-0.000595,0.001244,40867472.80,806
19431004,-0.005025,-0.007050,40716693.10,805
19431005,-0.004118,-0.004800,40558873.60,806
19431006,-0.010253,-0.012380,40146251.50,806
19431007,-0.012113,-0.014040,39655998.50,807
19431008,0.002835,0.004461,39696777.60,807
19431009,0.005324,0.006423,39984475.40,808
19431011,-0.006198,-0.009529,39703977.00,808
19431013,-0.001790,-0.004496,39551743.20,806
19431014,0.005382,0.005612,39865831.80,807
19431015,0.005441,0.008684,40073336.00,808
19431016,0.003592,0.005196,40197433.80,807
19431018,-0.000930,0.000621,40166262.30,807
19431019,0.003747,0.005540,40289389.00,807
19431020,0.002506,0.003081,40392476.30,805
19431021,-0.006972,-0.004022,40155941.00,805
19431022,0.003881,0.003115,40307129.70,809
19431023,0.000278,0.002316,40318336.60,810
19431025,-0.001019,-0.002919,40228669.80,807
19431026,0.002987,0.005270,40369526.70,807
19431027,0.005874,0.008413,40679076.90,807
19431028,-0.001515,-0.002242,40613682.00,807
19431029,-0.004650,-0.004656,40457601.30,807
19431030,0.000442,0.000671,40485138.60,810
19431101,-0.000624,-0.002611,40422772.80,809
19431103,-0.010762,-0.018590,40047809.00,811
19431104,-0.010211,-0.017296,39612974.80,812
19431105,-0.004351,-0.001728,39429361.50,809
19431106,-0.000240,-0.000322,39426575.40,809
19431108,-0.032181,-0.054884,38147961.40,811
19431109,0.005130,0.008571,38301210.60,812
19431110,0.011432,0.018034,38719442.60,812
19431112,-0.005536,-0.007396,38375524.60,811
19431113,-0.001919,-0.000464,38375202.70,812
19431115,0.000973,0.002264,38336810.50,810
19431116,-0.003547,-0.000620,38278855.70,811
19431117,-0.005885,-0.008114,38036523.40,812
19431118,0.003678,0.002600,38127733.80,811
19431119,0.012717,0.018628,38583984.90,811
19431120,0.005975,0.011444,38777358.50,808
19431122,-0.002552,-0.004414,38728742.90,808
19431123,-0.001497,-0.002010,38679394.30,812
19431124,-0.002467,-0.005759,38567977.00,815
19431126,-0.007138,-0.012799,38256534.00,815
19431127,-0.002971,-0.003025,38139506.10,814
19431129,-0.010076,-0.012718,37742153.80,813
19431130,0.001272,-0.002378,37746620.50,814
19431201,0.009648,0.012329,38104044.40,814
19431202,0.007961,0.008205,38344514.20,814
19431203,0.001775,0.002380,38392130.80,813
19431204,0.001610,0.003655,38452661.10,811
19431206,0.004661,0.004858,38617756.80,812
19431207,0.007944,0.008256,38926953.70,813
19431208,0.011043,0.018438,39026709.60,809
19431209,-0.002767,-0.003288,39198417.20,810
19431210,0.006341,0.004887,39428081.80,813
19431211,0.002399,0.004268,39526529.00,811
19431213,-0.003407,-0.006798,39390559.30,811
19431214,-0.002814,-0.001860,39226901.20,812
19431215,0.000806,-0.000675,39185112.80,812
19431216,0.004425,0.002609,39306619.30,811
19431217,0.003985,0.007932,39482982.00,811
19431218,0.003861,0.006684,39636630.80,810
19431220,0.002140,0.002973,39743694.20,811
19431221,-0.002877,-0.002212,39627591.50,812
19431222,-0.000850,-0.001007,39593715.40,812
19431223,-0.000610,0.000572,39557270.80,812
19431224,0.001523,0.004411,39626737.60,811
19431227,-0.000943,0.000241,39563471.60,812
19431228,-0.008532,-0.011061,39265777.60,813
19431229,-0.001880,-0.003037,39183903.70,815
19431230,0.016565,0.022268,39825935.80,815
19431231,0.000817,0.007303,39769111.30,814
19440103,-0.001249,0.000501,39886135.50,811
19440104,0.010474,0.012554,40302277.70,813
19440105,0.009573,0.015723,40681695.90,813
19440106,-0.002246,-0.001046,40599542.10,813
19440107,-0.001099,0.001743,40510503.70,810
19440108,0.000278,0.001231,40482978.50,807
19440110,-0.001861,0.000767,40477407.10,809
19440111,0.005390,0.006839,40704967.10,812
19440112,-0.005987,-0.006601,40459443.20,813
19440113,-0.002602,-0.003581,40341077.80,813
19440114,0.006424,0.010907,40598352.10,813
19440115,0.004705,0.008034,40785334.00,812
19440117,-0.002765,-0.004255,40681595.70,810
19440118,-0.002187,-0.002693,40603983.70,810
19440119,-0.000334,-0.001874,40581363.60,811
19440120,0.001000,0.004482,40625173.90,812
19440121,0.002194,0.004360,40699040.90,811
19440122,0.002508,0.003262,40638899.20,810
19440124,-0.001431,-0.001166,40755309.00,812
19440125,-0.001162,-0.003294,40707936.60,814
19440126,-0.008855,-0.011079,40347484.90,814
19440127,-0.001023,-0.001517,40298789.70,814
19440128,0.005017,0.007710,40491851.20,811
19440129,0.000935,0.002769,40538451.30,811
19440131,0.002443,0.002956,40653798.80,814
19440201,0.000659,0.003148,40667111.90,814
19440202,-0.001669,-0.000818,40612645.00,814
19440203,-0.007774,-0.007309,40238000.20,813
19440204,-0.006514,-0.005967,40013225.70,812
19440205,0.001970,0.004184,40088850.60,814
19440207,-0.003458,-0.002186,39941628.70,813
19440208,0.005531,0.003338,40130766.80,812
19440209,-0.000052,-0.001530,40152185.00,811
19440210,0.006180,0.006228,40382569.60,813
19440211,-0.001031,0.001680,40342840.90,813
19440214,0.000581,-0.000607,40342387.60,815
19440215,0.005661,0.006864,40559593.80,815
19440216,-0.000710,0.000261,40514350.00,816
19440217,0.003949,0.003854,40660930.60,816
19440218,-0.003593,-0.002344,40468424.40,813
19440219,-0.000232,0.000785,40437867.60,814
19440221,0.000238,0.000543,40511066.20,816
19440223,0.006188,0.006922,40735087.30,815
19440224,0.001967,0.004390,40857650.10,815
19440225,0.000456,-0.000385,40835331.50,817
19440226,0.000010,0.000530,40847660.20,816
19440228,0.001367,0.001963,40893211.50,818
19440229,-0.006151,-0.010549,40620641.50,819
19440301,0.003538,0.004521,40763599.90,819
19440302,0.002175,0.003181,40823817.20,817
19440303,0.001033,0.000520,40852264.30,815
19440304,0.000476,0.000403,40877471.80,817
19440306,0.002940,0.004211,41000277.20,818
19440307,0.006870,0.009020,41277528.50,819
19440308,0.007108,0.007111,41566943.80,819
19440309,-0.001121,-0.000741,41456674.90,817
19440310,0.004411,0.006750,41649664.50,817
19440311,0.002672,0.004115,41757787.50,819
19440313,0.007109,0.009106,42054142.30,818
19440314,-0.002301,-0.004397,41900027.40,818
19440315,0.003948,0.006731,42061500.70,819
19440316,0.002482,0.005568,42151281.60,819
19440317,0.001596,-0.000138,42218935.80,819
19440318,-0.002885,-0.000413,42089476.50,819
19440320,-0.004159,-0.005478,41905417.40,817
19440321,0.003323,0.006297,42058282.90,818
19440322,-0.000916,0.001125,42017195.30,820
19440323,-0.008200,-0.007285,41670358.50,820
19440324,0.002433,0.001568,41767269.80,819
19440325,-0.000099,0.000709,41744228.70,815
19440327,-0.001734,-0.002012,41695444.80,815
19440328,-0.012417,-0.022457,41175149.40,818
19440329,-0.002076,-0.003783,41080820.60,818
19440330,0.006948,0.010912,41360043.80,818
19440331,0.001571,0.005706,41425735.00,819
19440401,0.000516,0.000813,41447096.40,820
19440403,-0.006231,-0.009535,41185341.10,819
19440404,0.000415,0.000388,41201990.80,819
19440405,0.002386,0.003828,41285212.10,818
19440406,0.003271,0.003190,41429979.80,817
19440408,0.001997,0.002294,41497945.40,818
19440410,-0.000684,-0.001228,41480852.60,818
19440411,0.000208,0.000875,41431018.30,815
19440412,-0.005207,-0.005736,41280744.70,816
19440413,-0.003275,-0.008046,41126100.40,819
19440414,0.000179,0.000772,41135945.30,819
19440415,0.001750,0.001549,41187580.90,817
19440417,-0.002767,-0.003426,41081894.40,815
19440418,-0.016093,-0.025175,40412067.00,817
19440419,-0.003924,-0.005210,40262283.50,818
19440420,0.007694,0.011320,40567426.20,819
19440421,0.001678,0.002550,40635331.40,819
19440422,-0.000476,-0.000007,40601043.40,816
19440424,-0.009651,-0.014305,40194762.20,813
19440425,0.000067,-0.001756,40211404.30,816
19440426,0.005300,0.007389,40446547.60,820
